本名,外文名,别名,字号,所处时代,国籍,毕业院校,民族,出生时间,逝世时间,职业,官职,出生地,代表作品,人物关系,简介
列夫·尼古拉耶维奇·托尔斯泰,Лев，Николаевич，Толстой,,,,俄罗斯,喀山大学,,1828年9月9日,1910年11月20日,小说家，评论家，哲学家,,亚斯纳亚-博利尔纳,《战争与和平》，《安娜·卡列尼娜》，《复活》,,列夫·尼古拉耶维奇·托尔斯泰，19世纪中期俄国批判现实主义作家、思想家，哲学家，代表作有《战争与和平》、《安娜·卡列尼娜》、《复活》等。托尔斯泰出生于贵族家庭，1844年入喀山大学，1847年退学回故乡在自己领地上作改革农奴制的尝试。1851～1854年在高加索军队中服役并开始写作。1854～1855年参加克里米亚战争。1855年11月到彼得堡进入文学界。 1857年托尔斯泰出国，看到资本主义社会重重矛盾，但找不到消灭社会罪恶的途径，只好呼吁人们按照“永恒的宗教真理”生活。1860～1861年，为考察欧洲教育，托尔斯泰再度出国，结识赫尔岑，听狄更斯演讲，会见普鲁东。1863～1869年托尔斯泰创作了长篇历史小说《战争与和平》。 1873～1877年他经12次修改，完成其第二部里程碑式巨著《安娜·卡列尼娜》。 70年代末，托尔斯泰的世界观发生巨变，写成《忏悔录》。80年代创作：剧本《黑暗的势力》、《教育的果实》，中篇小说《魔鬼》、《伊凡·伊里奇之死》1886）、《克莱采奏鸣曲》、《哈泽·穆拉特》；短篇小说《舞会之后》，特别是1889～1899年创作的长篇小说《复活》是他长期思想、艺术探索的总结。托尔斯泰晚年力求过简朴的平民生活，1910年10月从家中出走，11月病逝于一个小站，享年82岁。
费奥多尔·米哈伊洛维奇·陀思妥耶夫斯基,Фёдор，Михайлович，Достоевский,,,,俄国,彼得堡军事工程学校,,1821年11月11日,1881年2月9日,作家,,,《罪与罚》，《卡拉马佐夫兄弟》，《白痴》,,费奥多尔·米哈伊洛维奇·陀思妥耶夫斯基，俄国作家。陀思妥耶夫斯基出生于小贵族家庭，童年在莫斯科和乡间度过。1846年发表第一部长篇小说《穷人》，受到高度评价。1848年发表中篇小说《白夜》。1849年因参加反农奴制活动而被流放到西伯利亚，在此期间发表有长篇小说《被侮辱和被损害的》、《罪与罚》、《白痴》、《群魔》、《卡拉马佐夫兄弟》等作品。陀思妥耶夫斯基的小说戏剧性强，情节发展快，接踵而至的灾难性事件往往伴随着复杂激烈的心理斗争和痛苦的精神危机，以此揭露出资产阶级关系的纷繁复杂、矛盾重重和深刻的悲剧性。
亚历山德罗维奇·法捷耶夫,Alexander，Alexandrovich，Fadeyev,,,,苏联,海参崴商业学校,,1901年12月24日,1956年5月13日,小说家，剧作家,,加里宁州基姆雷市,《逆流》，《毁灭》，《最后一个乌兑格人》，《黑色冶金业》，《青年近卫军》,,亚历山德罗维奇·法捷耶夫，1901年12月24日生于加里宁州基姆雷市。苏联著名作家、无产阶级文学的主要倡导者和理论家。1956年自杀身亡。
玛克西姆·高尔基,Алексей，Максимович，Пещков(Максим，Горький,阿列克塞·马克西莫维奇·彼什科夫,,,苏联,,俄罗斯族,1868年3月16日,1936年6月18日,作家，政论家,,俄罗斯帝国下诺夫哥罗德,《海燕》，《母亲》，《童年》，《在人间》，《我的大学》,好友：萧伯纳，列宁,玛克西姆·高尔基，原名阿列克赛·马克西姆维奇·别什可夫，前苏联作家、诗人、评论家、政论家、学者。高尔基于1868年3月16日诞生在伏尔加河畔下诺夫戈罗德镇的一个木匠家庭。4岁时父亲去世，他跟母亲一起在外祖父家度过童年。10岁那年，高尔基开始独立谋生。他先后当过学徒、搬运工、看门人、面包工人等，切身体验到下层人民的苦难。在此期间，他发奋读书，开始探求改造社会的真理。1884年，他参加民粹党小组，阅读民粹党人著作和马克思的著作，积极投身于革命活动。1905年，高尔基加入了俄国社会民主工党。1906年，高尔基受列宁的委托，由芬兰去美国进行革命活动，在美国出版长篇小说《母亲》。后定居意大利卡普里岛。1913年，高尔基从意大利回国，从事无产阶级文化组织工作，主持《真理报》的文艺专栏。1917年十月革命后，伴随着革命出现的混乱、破坏、无政府主义思潮及各种暴力事件，高尔基与列宁及新政权之间产生了矛盾。1921年10月，由于疾病，也由于与布尔什维克政权的分歧，高尔基出国疗养。1928年，高尔基回到苏联，在斯大林的安排下，他在俄罗斯作了两次长途旅行观光后决定回国定居。1934年当选为作协主席。回国后的高尔基作为苏联文化界的一面旗帜，为苏维埃的文化建设做了大量工作。但20世纪30年代苏联出现的种种问题又使他与斯大林及现实政治始终保持一定的距离。1936年6月18日，68岁的高尔基因病去世。
康斯坦丁·格奥尔吉耶维奇·帕乌斯托夫斯基,Константи́н，Гео́ргиевич，Паусто́вский,,,,苏联,,,1892年5月31日,1968年7月14日,作家,,俄罗斯帝国莫斯科,《金玫瑰》，《雪》，《烟雨霏霏的黎明》，《一篮云杉果》,,康斯坦丁·格奥尔吉耶维奇·帕乌斯托夫斯基，苏联作家。出身于莫斯科一个铁路员工家庭。从中学时代起他就醉心于文学，1912年发表了第一个短篇小说。在十月革命和苏俄内战时期他比较广泛地接触俄国的社会生活，参加过苏联红军，当过记者及报社编辑。这期间他创作了许多作品。帕乌斯托夫斯基的作品多以普通人、艺术家为主人公，突出地表现了对人类美好品质的赞颂，具有动人的抒情风格。卫国战争时期他当过战地记者。他于1956年发表的《金玫瑰》是一本创作札记，其中谈了许多创作体会和经历，受到广泛欢迎。长篇自传体小说《一生的故事》，反映了19世纪末直到20世纪30年代作者的经历，是作者对创作历程和道德、精神内容的思考、探索的总结。  他的短篇小说写得优美如诗，艺术水平很高，如《雪》《烟雨霏霏的黎明》《一篮云杉果》等。
亚历山大·谢尔盖耶维奇·普希金,Александр，Сергеевич，Пушкин,Alexander，Pushkin,,,俄罗斯,,俄罗斯人,1799年6月6日,1837年2月10日,诗人，作家，小说家,,莫斯科,《叶甫根尼·奥涅金》，《黑桃皇后》，《上尉的女儿》，《渔夫和金鱼的故事》，《致大海》，《自由颂》,好友：尼古莱·瓦西里耶维奇·果戈理,亚历山大·谢尔盖耶维奇·普希金，是俄罗斯著名文学家、诗人、小说家，现代俄国文学的创始人，19世纪俄罗斯浪漫主义文学主要代表，同时也是现实主义文学的奠基人，现代标准俄语的创始人，被誉为“俄罗斯文学之父”、“俄罗斯诗歌的太阳”，“青铜骑士”。他创立了俄罗斯民族文学和文学语言，在诗歌、小说、戏剧乃至童话等文学各个领域都给俄罗斯文学创立了典范。普希金还被高尔基誉为“一切开端的开端 ”。出生于贵族家庭，童年开始写诗，在俄罗斯帝国政府专为培养贵族子弟而设立的皇村高等学校学习。学习期间受到当时进步的十二月党人及一些进步思想家的影响。后来发表的不少诗作抨击农奴制度，歌颂自由与进步。普希金的主要作品除了诗歌以外，主要还有中篇小说《上尉的女儿》，历史纪实语的创始人，中篇小说《杜布罗夫斯基》，《别尔金小说集》等。普希金在创作活动上备受沙皇政府迫害。1837年在一次布置的决斗中遇害。他的创作对俄罗斯文学和语言的发展影响深刻。
米哈伊尔·阿法纳西耶维奇·布尔加科夫,Михаил，Афанасьевич，Булгаков,,,,前苏联,基辅国立大学,俄罗斯族,1891年5月15日,1940年3月10日,作家,,俄罗斯帝国乌克兰基辅,《大师和玛格丽特》，《狗心》，《不祥的蛋》,,米哈伊尔·阿法纳西耶维奇·布尔加科夫，前苏联作家，毕业于基辅国立大学。主要作品有《大师和玛格丽特》，《狗心》，《不祥的蛋》等。布尔加科夫出生于基辅神学院教授家庭。1909—1916年就读于基辅大学医学系，毕业后在斯摩棱斯克省乡村医院当医生，1918年返回基辅。1920年，他弃医从文，开始写作生涯，次年来到莫斯科，在《汽笛报》工作。1930年，在斯大林的亲自干预下，他被莫斯科艺术剧院录用为助理导演，业余坚持文学创作，并重新开始写他最重要的长篇小说《大师和玛格丽特》。1940年，布尔加科夫患肾硬化去世。
亚历山大·索尔仁尼琴,Александр，Исаевич，Солженицын,亚历山大·伊萨耶维奇·索尔仁尼琴,,,俄罗斯,罗斯托夫大学，莫斯科文史哲学院,俄罗斯,1918年12月11日,2008年8月3日,作家,,基斯洛沃茨克,《伊凡·杰尼索维奇的一天》，《古拉格群岛》，《癌病房》,,亚历山大·索尔仁尼琴，俄罗斯作家，二战时的苏联炮兵连长，因勇敢获得二枚勋章，1945年因通信中不敬被流放哈萨克8年，此段经历后来成为他作品的主题。他1962年出版反映集中营生活的作品，被吸收进作协，1968年因作品《第一圈》无法在国内出版而在境外发表，被开除出作协，随后获得1970年诺贝尔奖，随后因出版描写极权主义的巨著《古拉格群岛》被驱逐出国，到美国后毫不留情地批评自由主义，苏联解体后又大骂戈尔巴乔夫和叶利钦毁了俄罗斯，立场让左右两派都无法与之相处。他死后，被誉为“俄罗斯的良心”。
伊凡·亚历克塞维奇·蒲宁,Иван，Алексеевич，Бунин,,,,俄国,,,1870年10月10日,1953年11月8日,作家,,俄罗斯，沃罗涅什镇,《安东诺夫的苹果》，《米佳的爱情》,,伊凡·亚历克塞维奇·蒲宁，俄国作家。主要作品有诗集《落叶》，短篇小说《安东诺夫的苹果》、《松树》、《新路》，中篇小说《乡村》、《米佳的爱情》等。蒲宁出生于没落的贵族家庭，曾当过校对员、统计员、图书管理员、报社记者。1887年开始发表文学著作。1901年发表诗集《落叶》获普希金奖。1899年与高尔基相识后，参加知识出版社工作，这对他民主主义观点的形成起了促进作用。从中篇小说《乡村》起，蒲宁的创作开始转向广泛的社会题材，著有短篇小说《古代人生》、《夜话》、《伊格纳特》等。1909年当选为科学院名誉院士。十月革命前的散文《旧金山来的绅士》、《兄弟们》充满了对资本主义文明和殖民主义的仇恨。他的散文绘声绘色、简练生动。他是一位出色的修辞学家和翻译家。十月革命后流亡国外，侨居法国期间主要创作有关青年时代的抒情回忆录。1933年，凭借作品《米佳的爱情》获诺贝尔文学奖。成为第一位获此殊荣的俄罗斯作家。
欧·亨利,O.Henry，William，Sidney，Porter,,,,美国,,,1862年9月11日,1910年6月5日,批判现实主义作家,,美国北卡罗莱纳州格林斯伯勒,《麦琪的礼物》，《警察与赞美诗》，《最后一片叶子》，《二十年后》,,欧·亨利，又译奥·亨利，原名威廉·西德尼·波特，美国短篇小说家、美国现代短篇小说创始人，其主要作品有《麦琪的礼物》、《警察与赞美诗》、《最后一片叶子》、《二十年后》等。1862年9月11日，欧·亨利生于美国北卡罗莱纳州格林斯伯勒，曾当过银行职员、药剂师等。1896年2月，欧·亨利因受到盗用公款的指控入狱，后逃亡洪都拉斯。1898年再次入狱，期间开始发表作品。1902年，欧·亨利移居纽约，成为职业作家。1910年6月5日，欧·亨利因肝硬化在美国纽约去世。欧·亨利与契诃夫和莫泊桑并列世界三大短篇小说巨匠，曾被评论界誉为曼哈顿桂冠散文作家和美国现代短篇小说之父，他的作品有“美国生活的百科全书”之誉。
马克·吐温,Mark，Twain,,,,美国,,,1835年11月30日,1910年4月21日,小说家，演说家,,美国密苏里州佛罗里达的乡村,《百万英镑》，《哈克贝利·费恩历险记》，《汤姆·索亚历险记》，《败坏了哈德莱堡的人》,,马克·吐温，美国作家、演说家，真实姓名是萨缪尔·兰亨·克莱门。“马克·吐温”是他的笔名，原是密西西比河水手使用的表示在航道上所测水的深度的术语。代表作品有小说《百万英镑》、《哈克贝利·费恩历险记》、《汤姆·索亚历险记》等。马克·吐温12岁时，父亲去世，他只好停学，到工厂当小工。后来他又换了不少职业，曾做过密西西比河的领航员、矿工及新闻记者工作。渐渐地着手写一些有趣的小品，开始了自己的写作生涯。他于1910年4月21日去世，安葬于纽约州艾玛拉。马克·吐温一生写了大量作品，题材涉及小说、剧本、散文、诗歌等各方面。从内容上说，他的作品批判了不合理现象或人性的丑恶之处，表达了这位当过排字工人和水手的作家强烈的正义感和对普通人民的关心；从风格上说，专家们和一般读者都认为，幽默和讽刺是他的写作特点。他经历了美国从初期资本主义到帝国主义的发展过程，其思想和创作也表现为从轻快调笑到辛辣讽刺再到悲观厌世的发展阶段，前期以辛辣的讽刺见长，到了后期语言更为暴露激烈。马克·吐温是美国批判现实主义文学的奠基人，他的主要作品已大多有中文译本。2006年，马克·吐温被美国的权威期刊《大西洋月刊》评为影响美国的100位人物第16名。
艾萨克·阿西莫夫,Isaac，Asimov,乔治·戴尔，保罗·弗兰克西,,,美国,美国哥伦比亚大学,犹太人,1920年1月2日,1992年4月6日,作家，生化学家，历史学者,,俄罗斯彼得罗维奇,《机器人系列》，《基地系列》，《银河帝国三部曲》,,艾萨克·阿西莫夫，美国科幻小说作家、科普作家、文学评论家，美国科幻小说黄金时代的代表人物之一。阿西莫夫一生著述近500本，题材涉及自然科学、社会科学和文学艺术等许多领域，与儒勒·凡尔纳、赫伯特·乔治·威尔斯并称为科幻历史上的三巨头，同时还与罗伯特·海因莱因、亚瑟·克拉克并列为科幻小说的三巨头。同时也是著名的门萨学会会员，并且后来担任副会长。其作品中以《基地系列》、《银河帝国三部曲》和《机器人系列》三大系列被誉为“科幻圣经 ”。曾获代表科幻界最高荣誉的雨果奖和星云终身成就大师奖。小行星5020、《阿西莫夫科幻小说》杂志和两项阿西莫夫奖都是以他的名字命名。他提出的“机器人学三定律”被称为“现代机器人学的基石”。
纳撒尼尔·霍桑,Nathaniel，Hawthorne,,,,美国,波登大学,,1804年7月4日,1864年5月19日,作家,,美国马萨诸塞州塞勒姆镇,《红字》，《带七个尖顶的阁楼》，《福谷传奇》，《玉石人像》,,纳撒尼尔·霍桑，是美国心理分析小说的开创者，也是美国文学史上首位写作短篇小说的作家，被称为美国19世纪最伟大的浪漫主义小说家。霍桑出生于美国马萨诸塞州塞勒姆，幼年丧父，同寡母一道住到了位于萨莱姆镇的外公家，自幼性格孤高自许，顾虑多疑，童年的不幸和生活氛围使他内心有一种“痛苦的孤独感”，他对社会改革毫无兴趣，对资本主义经济迅速发展无法理解。外公家笃信基督教的清教，霍桑受到了清教的影响。1825年，霍桑从波登大学大学毕业后，回到萨莱姆，创作并发表了几十篇故事和短篇小说。1839年，霍桑在波士顿海关工作了两年多，之后，进入了“布鲁克农庄”，接触超验主义思想，并结识了超验主义思想的代表人爱默生和梭罗等人。此后，霍桑又赴萨莱姆海关上任，萨莱姆海关的生活对他创作《红字》有着直接的影响，《红字》的出版巩固了他在美国文坛的坚实地位，也给后世以巨大的影响。霍桑被评价为一个生活的旁观者，这一人生态度决定了他对人的内心、心理活动的兴趣和洞察力。他深受原罪思想的影响，而且原罪代代相传，倡导人们以善行来洗刷罪恶，净化心灵。其代表作包括长篇小说《红字》，《七角楼房》，短篇小说集《重讲一遍的故事》，《古宅青苔》，《雪影》等。其中《红字》已成为世界文学经典，亨利·詹姆斯、爱伦·坡、赫尔曼·麦尔维尔等文学大师都深受其影响。
西奥多·德莱塞,Theodore，Dreiser,,,,美国,印第安纳大学,,1871年8月27日,1945年12月28日,小说家,,印第安纳州特雷霍特镇,《嘉莉妹妹》，《珍妮姑娘》，《金融家》，《美国的悲剧》,,西奥多·德莱塞，美国现代小说的先驱、现实主义作家之一，他还是一个自然主义者，他的作品贴近广大人民的生活，诚实、大胆、充满了生活的激情。德莱塞出生在印第安纳州一个破产的小业主家庭。童年是在苦难中度过的，中学没毕业就去芝加哥独自谋生。1889年，进入印第安纳大学学习，一年后再次辍学。1892年，开始了记者生涯。他的代表作《嘉莉妹妹》真实再现了当时美国社会，而《美国悲剧》则是德莱塞成就最高的作品，使人们清晰地看到了美国社会的真实情况，“至今依然具有巨大的现实意义。”
弗朗西斯·斯科特·基·菲茨杰拉德,Francis，Scott，Key，Fitzgerald,,,,美国,,,1896年9月24日,1940年12月21日,作家，编剧,,明尼苏达州圣保罗市,《了不起的盖茨比》，《夜色温柔》,,弗朗西斯·斯科特·基·菲茨杰拉德，20世纪美国作家、编剧。菲茨杰拉德1896年9月24日生于明尼苏达州圣保罗市。父亲是家具商。他年轻时试写过剧本。读完高中后考入普林斯顿大学。在校时曾自组剧团，并为校内文学刊物写稿。后因身体欠佳，中途辍学。1917年入伍，终日忙于军训，未曾出国打仗。退伍后坚持业余写作。1920年出版了长篇小说《人间天堂》，从此出了名，小说出版后他与吉姗尔达结婚。婚后携妻寄居巴黎，结识了安德逊、海明威等多位美国作家。1925年《了不起的盖茨比》问世，奠定了他在现代美国文学史上的地位，成了20年代“爵士时代”的发言人和“迷惘的一代”的代表作家之一。菲兹杰拉德成名后继续勤奋笔耕，但婚后妻子讲究排场，后来又精神失常，挥霍无度，给他带来极大痛苦。他经济上入不敷出，一度去好莱坞写剧本挣钱维持生计。1936年不幸染上肺病，妻子又一病不起，使他几乎无法创作，精神濒于崩溃，终日酗酒。1940年12月21日并发心脏病，死于洛杉矶，年仅44岁。菲兹杰拉德不仅写长篇小说，短篇小说也频有特色。除上述两部作品外，主要作品还有《夜色温柔》和《末代大亨的情缘》。他的小说生动地反映了20年代“美国梦”的破灭，展示了大萧条时期美国上层社会“荒原时代”的精神面。
欧内斯特·米勒尔·海明威,Ernest，Miller，Hemingway,欧内斯特·米勒·海明威,,,美国,,,1899年7月21日,1961年7月2日,作家，记者,,美国伊利诺伊州芝加哥市奥克帕克,《老人与海》，《乞力马扎罗的雪》，《永别了，武器》,好友：莫利·卡拉汉,欧内斯特·米勒·海明威，出生于美国伊利诺伊州芝加哥市郊区奥克帕克，美国作家、记者，被认为是20世纪最著名的小说家之一。海明威的一生之中曾荣获不少奖项。他在第一次世界大战期间被授予银制勇敢勋章；1953年，他以《老人与海》一书获得普利策奖；1954年的《老人与海》又为海明威夺得诺贝尔文学奖。2001年，海明威的《太阳照样升起》与《永别了，武器》两部作品被美国现代图书馆列入“20世纪中的100部最佳英文小说”中。1961年7月2日，海明威在爱达荷州凯彻姆的家中用猎枪自杀身亡。海明威一生中的感情错综复杂，先后结过四次婚，是美国“迷惘的一代”作家中的代表人物，作品中对人生、世界、社会都表现出了迷茫和彷徨。他一向以文坛硬汉著称，他是美利坚民族的精神丰碑。海明威的作品标志着他独特创作风格的形成，在美国文学史乃至世界文学史上都占有重要地位。
约翰·沃尔夫冈·冯·歌德,Johann，Wolfgang，von，Goethe,,,,德国,,德意志人,1749年8月28日,1832年3月22日,文学家，自然科学家,,神圣罗马帝国法兰克福,《少年维特的烦恼》，《浮士德》,,约翰·沃尔夫冈·冯·歌德，出生于美因河畔法兰克福，德国著名思想家、作家、科学家，他是魏玛的古典主义最著名的代表。而作为诗歌、戏剧和散文作品的创作者，他是最伟大的德国作家之一，也是世界文学领域的一个出类拔萃的光辉人物。他在1773年写了一部戏剧《葛兹·冯·伯利欣根》，从此蜚声德国文坛。1774年发表了《少年维特之烦恼》，更使他名声大噪。1776年开始为魏玛公国服务。1831年完成《浮士德》，翌年在魏玛去世。
托马斯·曼,Thomas，Mann,,,,德国,,,1875年6月6日,1955年8月12日,小说家和散文家,,德国吕贝克,《布登勃洛克一家》,,托马斯·曼，德国小说家和散文家，出生于德国北部卢卑克城一家望族。 1924年发表长篇小说《魔山》。1929年度获得诺贝尔文学奖。第一次世界大战时曾一度为帝国主义参战辩护，但30年代即大力反对法西斯主义威胁，发表了中篇佳作《马里奥与魔术师》，对法西斯在意大利制造的恐怖气氛做了生动的描述。托马斯·曼是德国20世纪最著名的现实主义作家和人道主义者，受叔本华、尼采哲学思想影响。代表作是被誉为德国资产阶级的“一部灵魂史”的长篇小说《布登勃洛克一家》，被看作德国19世纪后半期社会发展的艺术缩影。
亨利希·曼,Heinrich·Mann,,,,德国,慕尼黑大学,,1871年3月27日,1950年3月12日,小说家,,吕贝克,《帝国三部曲》，《亨利四世》,,亨利希·曼，也译作海因里希·曼，德国作家，德国小说家，二十世纪上半叶德国最杰出的批判现实主义作家之一，著名作家托马斯·曼的哥哥。因此，通常文学史研究当中也习惯将这对兄弟作家合称“曼氏兄弟”。
伊曼努尔·康德,Immanuel，Kant,,,,德国,柯尼斯堡大学,日耳曼人,公元1724年4月22日,公元1804年2月12日,作家，学者,,德国柯尼斯堡,《纯粹理性批判》，《实践理性批判》，《判断力批判》,,伊曼努尔·康德，出生和逝世于德国柯尼斯堡，德国人，作家、哲学家，德国古典哲学创始人，其学说深深影响近代西方哲学，并开启了德国古典哲学和康德主义等诸多流派。康德1724年4月22日生于德国哥尼斯堡。在哥尼斯堡大学毕业。1755年起在母校任教，这一时期是他思想上的“前批判期”。他埋头于自然科学研究，讲授多门学科，同时发表了许多关于自然科学的著作。1770年被聘为教授，他的思想转入“后批判期”。从1781年开始。他完成了《纯粹理性批判》、《实践理性批判》和《判断力批判》3部著作。这标志他的批判哲学体系的诞生，并带来了一场哲学上的革命。1793年他因一些观点，被告蔑视基督教教义，遇到一些麻烦。但他仍不断探索和写作，直到1804年2月12日病逝。康德是启蒙运动时期最后一位主要哲学家，是德国思想界的代表人物。他调和了勒内·笛卡儿的理性主义与弗朗西斯·培根的经验主义，被认为是继苏格拉底、柏拉图和亚里士多德后，西方最具影响力的思想家之一。
海因里希·伯尔,Heinrich，Böll,,,,德国,,德意志族,1917年12月21日,1985年7月16日,小说家，翻译家,,德国科隆,《小丑之见》，《火车正点》，《亚当，你到过哪里？》,,海因里希·伯尔，德国作家，1972年诺贝尔文学奖获得者。1939年入科隆大学学习日耳曼语文学，同年应征入伍，直至第二次世界大战结束。曾负过伤，当过俘虏，对法西斯的侵略战争深恶痛绝。在早期作品中，伯尔审视纳粹主义的恐怖统治，看到战争和政治力量给普通民众带来的毫无意义的苦难。在后期作品中，他猛烈抨击经济繁荣下的道德沦丧，批评社会和宗教机构的专横和虚伪。1985年逝世。被称为“德国的良心”。
赫尔曼·黑塞,Hermann，Hesse,赫曼·赫赛,,,德国，瑞士,,,1877年7月2日,1962年8月9日,作家，诗人,,德国，巴登-符腾堡邦，卡尔夫市,《荒原狼》，《东方之旅》，《玻璃球游戏》,,赫尔曼·黑塞，德国作家，诗人。出生在德国，1919年迁居瑞士，1923年46岁入瑞士籍。黑塞一生曾获多种文学荣誉，比较重要的有：冯泰纳奖、诺贝尔奖、歌德奖。1946年获诺贝尔文学奖。1962年于瑞士家中去世，享寿85岁。爱好音乐与绘画，是一位漂泊、孤独、隐逸的诗人。作品多以小市民生活为题材，表现对过去时代的留恋，也反映了同时期人们的一些绝望心情。主要作品有《彼得·卡门青》、《荒原狼》、《东方之旅》、《玻璃球游戏》等。
君特·格拉斯,Günter，Grass,,,,德国,,,1927年10月16日,2015年4月13日,作家,,波兰格但斯克,《铁皮鼓》，《猫与鼠》，《剥洋葱》,,君特·格拉斯，德意志联邦共和国作家。著有长篇小说《铁皮鼓》、《猫与鼠》等。君特·格拉斯1927年出生于但泽市。父亲是德国商人，母亲为波兰人。1944年，尚未成年的格拉斯被征入伍。1945年负伤住院。战争结束时落入美军战俘营。战后曾从事过各种职业，先当农业工人，学习过石雕和造型艺术，后成为职业作家、雕刻家和版画家。他是“四七”社成员，政治上支持社会民主党，主张改良。在1970年社会民主党上台执政时，曾积极投入支持勃兰特竞选的活动。他的政治态度和作品中过多的色情内容曾在国内外引起过不少批评。2015年4月13日，格拉斯在德国逝世，享年87岁。格拉斯为当代联邦德国重要作家，因其语言新颖，想象丰富，手法独特使他在当代世界文学中占有一定地位，获得1999年诺贝尔文学奖。他除了在文学界享有盛名，格拉斯还活跃在战后德国的政治舞台上。格拉斯是一个立场坚定的和平主义者，坚决反对北约在德国的土地上部署核武器。两德统一后，格拉斯更致力于反对逐渐滋生的仇外主义和新纳粹黑暗势力。鉴于格拉斯在文学艺术领域做出的贡献，德国授予他柏林科学艺术院院士，美国、波兰等许多国家的大学授予他荣誉博士和荣誉教授的称号。
马丁·瓦尔泽,MartinWalser,,,,德国,雷根斯堡大学和图宾根大学,德意志人,1927年3月24日,,作家,,德国南部博登湖畔的瓦瑟堡,《菲城婚事》，《爱情的彼岸》，《迸涌的流泉》,,马丁·瓦尔泽，德国作家，主要作品有《菲城婚事》、《爱情的彼岸》、《迸涌的流泉》等。1927年3月24日，马丁·瓦尔泽生于德国博登湖畔的瓦瑟堡。二战期间曾在德军防空部队服役，战后先后在雷根斯堡大学和图宾根大学求学，期间开始文学创作。1957年，瓦尔泽发表处女作《菲城婚事》，从此成为职业作家。曾获得黑塞奖、毕希纳奖、席勒促进奖、德国书业和平奖等多种个文学奖项。
三岛由纪夫,日文平假名：みしま，ゆきお,平冈公威,,,日本,东京帝国大学,大和民族,1925年1月14日,1970年11月25日,小说家，戏剧家，电影演员，导演,,日本东京,《金阁寺》，《鹿鸣馆》，《丰饶之海》,,三岛由纪夫，原名平冈公威，出生于日本东京，毕业于东京帝国大学，是日本当代小说家、剧作家、记者、电影制作人和电影演员。主要作品有《金阁寺》、《鹿鸣馆》《丰饶之海》等。1925年，三岛由纪夫出生于日本东京，6岁时进入学习院初等科，1938年在学习院杂志上发表第一个短篇小说《酸模》。16岁，他以三岛由纪夫的笔名在杂志上连载中篇小说《花儿怒放的森林》。1944年，毕业于学习院高等科，由于成绩优异，天皇曾亲手奖赏给他一块银表。同年10月正式进入东京帝国大学法学部，次年2月应征入伍，但因军医检查有误，当天就被遣送回乡。1946年6月，经川端康成推荐，三岛在《人间》杂志上发表小说《烟草》，遂登上文坛。1946年，大学毕业后，就职于大藏省银行局，不出一年就辞职，从此专门从事文学创作。1949年出版长篇小说《假面自白》，文坛地位确立。1970年11月25日写完《丰饶之海》第四卷《天上五衰》后自杀。他一生著有21部长篇小说，80余篇短篇小说，33个剧本，以及大量的散文。其中有10部曾被改编成电影，36部被搬上舞台，7部得过各种文学奖。他是著作被翻译成英文等外语版本最多的日本当代作家。
松本清张,まつもと，せいちょう，Seicho，Matsumoto,,,,日本,,大和族,1909年12月21日,1992年8月4日,推理小说作家,,日本北九州,《点与线》，《隔墙有眼》，《零的焦点》，《日本的黑雾》,,松本清张，日本推理小说作家。1909年12月21日，松本清张出生于北九州小仓市的一个商贩家庭。1950年开始创作生涯，其代表作有《点与线》、《隔墙有眼》、《零的焦点》、《日本的黑雾》、《女人的代价》、《恶棍》、《砂器》、《谋杀情人的画家》等，曾经获得芥川龙之介奖等多个奖项。1992年8月4日，松本清张因肝癌逝世，享年82岁。松本清张开创了“社会派推理”，与柯南道尔、阿加莎·克里斯蒂并称世界推理小说三巨匠，与江户川乱步、横沟正史并为“日本推理文坛三大高峰”。东野圭吾、宫部美雪、蔡骏等悬疑推理小说家皆深受其影响。
大江健三郎,Kenzaburo，Oe,,,,日本,东京大学,和族,1935年1月,,作家,,日本四国岛的爱媛县喜多郡大濑村,《广岛札记》，《万延元年的足球》，《饲育》，《个人的体验》,,大江健三郎，日本著名作家，诺贝尔文学奖获得者。1935年出生在日本南部四国岛爱媛县喜多郡大濑村。1941年进入当时的国民学校，1945年，大江健三郎10岁时，日本投降，美军对日本的军事占领、新宪法的实施及民主思想教育，对他日后反对侵略战争、关注社会问题及人类命运的思想产生了极大的影响。1950年3月，大江健三郎15岁时自大濑中学毕业，4月升入爱媛县立内子高等学校，翌年4月转入夏目漱石曾经执教的名校爱媛县立松山东高等学校。在整个中学时代，创作的诗歌、评论、随笔和短篇小说等文学习作近40首。1954年，考入东京大学文科二类，1956年4月，转入文学部法国文学专业，师从日本著名的法国文学研究者渡边一夫教授。1957年5月，短篇小说《奇妙的工作》获《东京大学新闻刊》“五月祭奖”。1958年，具有标志性意义的短篇小说《饲育》发表于《文学界》，获得第39届芥川文学奖，以职业作家的身份正式登上日本文坛。1965年《个人的体验》获第11次“新潮文学奖” 。1967年发表《万延元年的足球》，获第3次“谷崎润一郎奖” 。1989年，荣获欧洲共同体设立的“犹罗帕利文学奖”。1992年，又获得意大利的“蒙特罗文学奖” 。1973年，长篇小说《洪水荡及我的灵魂》，获第26次“野间文学奖” 。1994年，获得诺贝尔文学奖。
